0,0,0,0,0
4,4,0,0,0
1,2,2,2,1
3,4,3,3,3
6,5,6,8,8
13,13,13,13,15
20,19,19,19,19
30,26,26,28,31
41,42,34,36,34
47,44,47,47,44
