1,0,0,0,0,0,0,0,0,0
23,15,13,0,10,0,11,11,15,12
23,23,24,30,31,30,28,26,24,27
34,35,39,45,46,44,47,47,38,45
61,64,58,62,61,62,57,63,85,58
82,109,77,78,88,85,105,99,92,80
115,124,117,115,376,112,118,140,110,126
141,151,145,155,150,149,136,207,135,139
175,243,174,217,171,179,196,198,224,188
