57,33,16,13,10,9,9,8,8,10
38,38,29,22,37,23,30,35,28,27
52,64,63,61,58,55,54,53,61,54
104,107,100,87,90,96,88,88,92,90
114,129,127,131,130,126,112,117,126,305
178,157,158,182,182,175,172,167,150,155
175,199,209,473,190,223,188,197,504,237
267,222,226,222,258,289,282,282,322,285
302,283,373,280,346,287,280,291,277,275
