8223,8021,8669,8928,8637
8382,8703,8752,8434,8458
8094,8639,8612,8569,8468
8047,8146,8206,8182,8183
8132,8069,8157,8097,8148
8153,7975,8234,8224,8146
8116,8096,8138,8046,8615
8401,8735,8622,8252,8323
8526,8422,8470,8080,8155
8550,8748,8171,8404,9086
7800,8568,8715,8812,8291
8667,8611,8727,8616,8622
8039,8087,8152,8391,8620
10211,10965,10259,10073,9625
9686,9414,12933,12376,12018
12041,12286,12091,12184,12219
12511,12618,12901,12351,12205
11649,12316,12410,12474,12492
9825,9406,9675,9920,9496
