3001,2941,2949,2681,2655
3329,3277,3409,3183,3818
3889,3902,3944,3998,3783
4025,3928,3989,3967,3997
4171,4256,4162,4264,4283
4454,4558,4477,4439,4445
4630,4605,4598,4951,4962
5199,5165,5120,5005,5156
5186,5466,5187,5043,5407
5654,5290,5233,5892,5883
6148,6141,6038,6081,5883
5918,6105,6205,6116,5919
5650,5687,5685,6235,6660
8710,7656,7559,7528,7176
7480,8929,8984,9014,8814
8900,9285,8666,8875,9260
9611,9528,9660,9562,9553
9871,9220,9597,9917,9121
8898,8283,8522,8369,8428
