3024,3045,3020,2872,2972
8662,8797,8746,7966,9033
12482,13661,13547,12787,12084
18214,16605,15793,17735,17457
20688,20701,19252,19384,20685
22112,21364,21130,21772,22926
27111,25617,25304,25755,26454
25238,29811,29848,25122,26783
32037,31529,31569,31659,31577
34963,35513,31266,33212,29728
